name,code,city,地区,省份,纬度,经度
柳园南,LNR,酒泉,酒泉,甘肃省,41.102314,95.472563
柳园,DHR,酒泉,酒泉,甘肃省,41.107677,95.505313
梁底下,LDP,承德,承德,河北省,41.108459,117.625807
鞍山,AST,鞍山,鞍山,辽宁省,41.112014,122.98533
水泉,SID,朝阳,朝阳,辽宁省,41.1132,119.164151
鞍山西,AXT,鞍山,鞍山,辽宁省,41.117742,122.916345
锦州,JZD,锦州,锦州,辽宁省,41.124974,121.140195
集安,JAL,通化,通化,吉林省,41.13568,126.204157
南芬北,NUT,本溪,本溪,辽宁省,41.135689,123.744829
阿克苏,ASR,阿克苏,阿克苏,新疆维吾尔自治区,41.144762,80.30608
花博山,KBT,丹东,丹东,辽宁省,41.147993,125.053702
凌海南,UNT,锦州,锦州,辽宁省,41.153696,121.375348
白旗,BQP,承德,承德,河北省,41.159076,117.672269
安平,,辽阳,辽阳,辽宁省,41.167619,123.428822
锦州北,JFT,锦州,锦州,辽宁省,41.181046,121.126858
寒岭,,辽阳,辽阳,辽宁省,41.181381,123.557953
凌海,JID,锦州,锦州,辽宁省,41.181431,121.362223
大阳,RET,本溪,本溪,辽宁省,41.189733,124.593595
牛河梁,LKT,朝阳,朝阳,辽宁省,41.196134,119.399214
盘锦,PVD,盘锦,盘锦,辽宁省,41.197737,122.063029
阳岔,,通化,通化,吉林省,41.217069,126.242074
碱厂,JUT,本溪,本溪,辽宁省,41.220477,124.40519
喀左,KZT,朝阳,朝阳,辽宁省,41.224342,119.805565
超梁沟,CYP,承德,承德,河北省,41.233019,117.696005
凌源,LYD,朝阳,朝阳,辽宁省,41.236015,119.383024
八里甸子,BLT,本溪,本溪,辽宁省,41.236915,124.893267
田师府,TFT,本溪,本溪,辽宁省,41.241621,124.339761
铁刹山,PST,本溪,本溪,辽宁省,41.253244,124.329427
周家屯,ZOD,锦州,锦州,辽宁省,41.25926,120.960721
盘山,PUD,盘锦,盘锦,辽宁省,41.259351,122.189772
凌源东,LDD,朝阳,朝阳,辽宁省,41.262677,119.414867
韩麻营,HYP,承德,承德,河北省,41.277209,117.840373
五女山,WET,本溪,本溪,辽宁省,41.279172,125.32769
辽阳,LYT,辽阳,辽阳,辽宁省,41.281591,123.167924
八角台,BTD,锦州,锦州,辽宁省,41.288411,121.249897
本溪,BXT,本溪,本溪,辽宁省,41.294848,123.758446
小市,XST,本溪,本溪,辽宁省,41.310821,124.122666
隆化,UHP,承德,承德,河北省,41.328323,117.750936
盘锦北,PBD,盘锦,盘锦,辽宁省,41.335747,121.807158
黄柏,,通化,通化,吉林省,41.337632,126.341273
七里河,QLD,锦州,锦州,辽宁省,41.339375,121.257093
尉犁,WRR,库尔勒,库尔勒,新疆维吾尔自治区,41.356041,86.336938
台安南,TAD,鞍山,鞍山,辽宁省,41.357871,122.383675
沟帮子,GBD,锦州,锦州,辽宁省,41.361447,121.775682
公营子,GYD,朝阳,朝阳,辽宁省,41.364844,119.855829
建平,JAD,朝阳,朝阳,辽宁省,41.380085,119.562594
叶柏寿,YBD,朝阳,朝阳,辽宁省,41.391662,119.64493
奈林皋,NGT,朝阳,朝阳,辽宁省,41.401982,120.068674
灯塔,DGT,辽阳,辽阳,辽宁省,41.429535,123.317426
大平房,DPD,朝阳,朝阳,辽宁省,41.436073,120.169555
台安,TID,鞍山,鞍山,辽宁省,41.445797,122.430609
石桥子,SQT,本溪,本溪,辽宁省,41.45306,123.723203
白音察干,BYC,乌兰察布,乌兰察布,内蒙古自治区,41.455158,113.185247
巴图营,BWT,朝阳,朝阳,辽宁省,41.470782,120.72727
本溪新城,BVT,本溪,本溪,辽宁省,41.482465,123.677756
近海,JHD,沈阳,沈阳,辽宁省,41.483727,122.847572
义县,YXD,锦州,锦州,辽宁省,41.522045,121.227932
姚千户屯,,沈阳,沈阳,辽宁省,41.531937,123.618774
义县西,YSD,锦州,锦州,辽宁省,41.536763,121.209044
高山子,,锦州,锦州,辽宁省,41.555244,122.058921
辽中,LZD,沈阳,沈阳,辽宁省,41.559355,122.771047
陈相屯,CXT,沈阳,沈阳,辽宁省,41.564909,123.532268
新和,XIR,阿克苏,阿克苏,新疆维吾尔自治区,41.575036,82.61864
林盛堡,LBT,沈阳,沈阳,辽宁省,41.578602,123.363142
朝阳南,CYD,朝阳,朝阳,辽宁省,41.578874,120.441606
商都,SXC,乌兰察布,乌兰察布,内蒙古自治区,41.579638,113.555996
天义,TND,赤峰,赤峰,内蒙古自治区,41.595052,119.33793
果松,,通化,通化,吉林省,41.598847,126.256269
辽宁朝阳,VET,朝阳,朝阳,辽宁省,41.599511,120.410511
上园,SUD,朝阳,朝阳,辽宁省,41.612359,120.974127
大虎山,DHD,锦州,锦州,辽宁省,41.612532,122.148568
宁城,NCD,赤峰,赤峰,内蒙古自治区,41.61531,119.319249
能家,NJD,朝阳,朝阳,辽宁省,41.621793,120.683935
苏家屯,SXT,沈阳,沈阳,辽宁省,41.66253,123.354298
沈阳南,SOT,沈阳,沈阳,辽宁省,41.668789,123.407006
通化县,TXL,通化,通化,吉林省,41.678832,125.821532
高花,HGD,沈阳,沈阳,辽宁省,41.689675,123.030628
库车,KCR,阿克苏,阿克苏,新疆维吾尔自治区,41.694242,83.017971
二龙,,赤峰,赤峰,内蒙古自治区,41.699048,119.276919
铁厂,,通化,通化,吉林省,41.717098,126.203119
榆树台,YUT,沈阳,沈阳,辽宁省,41.717748,123.423753
大营子,,朝阳,朝阳,辽宁省,41.724956,120.262644
孤家子,GKT,沈阳,沈阳,辽宁省,41.734811,123.488503
库尔勒,KLR,库尔勒,库尔勒,新疆维吾尔自治区,41.74762,86.196394
通化,THL,通化,通化,吉林省,41.753277,125.980026
北票,BPT,朝阳,朝阳,辽宁省,41.768202,120.788602
东通化,,通化,通化,吉林省,41.770637,126.045495
白云鄂博,BEC,包头,包头,内蒙古自治区,41.772926,109.957802
清河门,,阜新,阜新,辽宁省,41.776692,121.420334
汐子,,赤峰,赤峰,内蒙古自治区,41.781531,119.263929
深井子,SWT,沈阳,沈阳,辽宁省,41.785747,123.651684
二密河,RML,通化,通化,吉林省,41.788921,125.830792
沈阳,SYT,沈阳,沈阳,辽宁省,41.794443,123.395116
绕阳河,,锦州,锦州,辽宁省,41.794974,122.463878
清河门北,QBD,阜新,阜新,辽宁省,41.795417,121.415996
北票南,,朝阳,朝阳,辽宁省,41.801117,120.771389
四合永,OHD,承德,承德,河北省,41.801388,117.828425
临江,LQL,白山,白山,吉林省,41.803163,126.901943
李石寨,LET,抚顺,抚顺,辽宁省,41.817229,123.727544
沈阳北,SBT,沈阳,沈阳,辽宁省,41.81917,123.4362
皇姑屯,HTT,沈阳,沈阳,辽宁省,41.821049,123.386576
沈阳东,SDT,沈阳,沈阳,辽宁省,41.822493,123.500928
大成,DCT,沈阳,沈阳,辽宁省,41.827677,123.34879
土牧尔台,TRC,乌兰察布,乌兰察布,内蒙古自治区,41.85073,113.145079
大官屯,DTT,抚顺,抚顺,辽宁省,41.856059,123.871388
轮台,LAR,库尔勒,库尔勒,新疆维吾尔自治区,41.86108,84.121866
世博园,ZWT,沈阳,沈阳,辽宁省,41.862699,123.64046
铁门关,XAR,铁门关,铁门关,新疆维吾尔自治区,41.862997,85.670291
抚顺,FET,抚顺,抚顺,辽宁省,41.86447,123.903765
大红旗,,沈阳,沈阳,辽宁省,41.873905,122.61347
抚顺北,,抚顺,抚顺,辽宁省,41.888744,123.918194
化德,HGC,乌兰察布,乌兰察布,内蒙古自治区,41.896317,114.038718
额济纳,EJC,阿拉善,阿拉善,内蒙古自治区,41.898718,101.034078
马三家,MJT,沈阳,沈阳,辽宁省,41.898829,123.236874
章党,,抚顺,抚顺,辽宁省,41.908015,124.077693
乃林,NLD,赤峰,赤峰,内蒙古自治区,41.910879,119.274043
沈阳西,OOT,沈阳,沈阳,辽宁省,41.914818,123.231684
纪家沟,VJD,承德,承德,河北省,41.929846,118.133318
白山市,HJL,白山,白山,吉林省,41.952433,126.458285
乌兰木图,VLT,阜新,阜新,辽宁省,41.965211,121.29292
南杂木,NZT,抚顺,抚顺,辽宁省,41.965486,124.407764
平庄南,PND,赤峰,赤峰,内蒙古自治区,41.979092,119.257734
兴隆店,,沈阳,沈阳,辽宁省,41.980617,123.056668
阜新南,FXD,阜新,阜新,辽宁省,41.987544,121.63887
苍石,,抚顺,抚顺,辽宁省,41.987947,124.520787
平庄,PAD,赤峰,赤峰,内蒙古自治区,41.991184,119.297483
南口前,NKT,抚顺,抚顺,辽宁省,42.00063,124.614118
新民,XMD,沈阳,沈阳,辽宁省,42.001105,122.81651
咋子,ZAL,白山,白山,吉林省,42.011558,126.61319
新立屯,XLD,锦州,锦州,辽宁省,42.020359,122.178583
新民北,XOT,沈阳,沈阳,辽宁省,42.024025,122.805361
朝阳地,,承德,承德,河北省,42.024332,118.226964
小东,XOD,锦州,锦州,辽宁省,42.030797,122.32771
平庄北,PZD,赤峰,赤峰,内蒙古自治区,42.041178,119.306569
江源,SZL,白山,白山,吉林省,42.041356,126.582177
阿金,,阜新,阜新,辽宁省,42.043678,121.755824
黑山北,HQT,锦州,锦州,辽宁省,42.046073,122.299583
松树镇,,白山,白山,吉林省,42.055419,127.115376
三源浦,SYL,通化,通化,吉林省,42.056261,125.760578
阜新,FOT,阜新,阜新,辽宁省,42.057258,121.659509
湾沟,,白山,白山,吉林省,42.066427,126.899844
焉耆,YSR,库尔勒,库尔勒,新疆维吾尔自治区,42.075357,86.545616
新邱,XQD,阜新,阜新,辽宁省,42.089152,121.797468
大巴,DBD,阜新,阜新,辽宁省,42.104147,122.022317
十家子,SJD,阜新,阜新,辽宁省,42.104333,122.265935
清原,QYT,抚顺,抚顺,辽宁省,42.104813,124.935533
五道沟,,通化,通化,吉林省,42.13561,125.877269
仙人桥,,白山,白山,吉林省,42.176021,127.240051
驼腰岭,,通化,通化,吉林省,42.181398,125.902973
老府,,赤峰,赤峰,内蒙古自治区,42.187294,118.272042
松江河,,白山,白山,吉林省,42.188528,127.481792
泡子,POD,阜新,阜新,辽宁省,42.207971,122.329356
铁岭西,PXT,铁岭,铁岭,辽宁省,42.232867,123.672545
马兰,MLR,库尔勒,库尔勒,新疆维吾尔自治区,42.235266,87.380828
红花沟,,赤峰,赤峰,内蒙古自治区,42.245429,118.635743
赤峰南,CFD,赤峰,赤峰,内蒙古自治区,42.25675,118.960675
赤峰,CID,赤峰,赤峰,内蒙古自治区,42.275612,118.901624
正镶白旗,ZXC,锡林郭勒,锡林郭勒,内蒙古自治区,42.281329,115.04089
柳河,LNL,通化,通化,吉林省,42.290463,125.765474
铁岭,TLT,铁岭,铁岭,辽宁省,42.293295,123.836355
草市,,抚顺,抚顺,辽宁省,42.297308,125.23573
抚松,FSL,白山,白山,吉林省,42.299382,127.267481
和硕,VUR,库尔勒,库尔勒,新疆维吾尔自治区,42.303549,86.876601
和静,HJR,库尔勒,库尔勒,新疆维吾尔自治区,42.311136,86.372921
泉阳,,白山,白山,吉林省,42.340287,127.540596
山城镇,SCL,通化,通化,吉林省,42.378956,125.432877
彰武,ZWD,阜新,阜新,辽宁省,42.387545,122.528782
靖宇,JYL,白山,白山,吉林省,42.396739,126.777584
朱日和,ZRC,锡林郭勒,锡林郭勒,内蒙古自治区,42.397228,112.899877
白河,BEL,延边,延边,吉林省,42.453845,128.133046
长白山,CUL,延边,延边,吉林省,42.462168,128.12882
四道湾,OUD,赤峰,赤峰,内蒙古自治区,42.483438,119.640716
露水河,,白山,白山,吉林省,42.513647,127.815737
梅河口,MHL,通化,通化,吉林省,42.53582,125.685042
开原,KYT,铁岭,铁岭,辽宁省,42.546993,124.031828
开原西,KXT,铁岭,铁岭,辽宁省,42.549474,123.918563
和龙,HLL,延边,延边,吉林省,42.55566,128.99619
松江镇,,延边,延边,吉林省,42.561555,128.314409
敖汉,YED,赤峰,赤峰,内蒙古自治区,42.639674,120.002252
海龙,,通化,通化,吉林省,42.649733,125.835347
东丰,DIL,辽源,辽源,吉林省,42.654384,125.545194
桑根达来,OGC,锡林郭勒,锡林郭勒,内蒙古自治区,42.675777,115.93901
朝阳镇,CZL,通化,通化,吉林省,42.684294,126.027994
章古台,ZGD,阜新,阜新,辽宁省,42.706277,122.484969
永庆,YQL,延边,延边,吉林省,42.710231,128.242837
新窝铺,EPD,赤峰,赤峰,内蒙古自治区,42.714017,120.401458
舍力虎,VLD,通辽,通辽,内蒙古自治区,42.725551,120.62992
西丰,XFT,铁岭,铁岭,辽宁省,42.73447,124.707313
库伦,KLD,通辽,通辽,内蒙古自治区,42.739787,121.832595
赛汗塔拉,SHC,锡林郭勒,锡林郭勒,内蒙古自治区,42.74974,112.666031
昌图西,CPT,铁岭,铁岭,辽宁省,42.777927,124.066532
昌图,CTT,铁岭,铁岭,辽宁省,42.778925,124.118056
渭津,,辽源,辽源,吉林省,42.793597,125.281726
奈曼,NMD,通辽,通辽,内蒙古自治区,42.84129,120.67733
哈密,HMR,哈密,哈密,新疆维吾尔自治区,42.850495,93.5059
大青沟,,通辽,通辽,内蒙古自治区,42.851629,122.186223
朝阳川,,延边,延边,吉林省,42.875959,129.369719
延吉,YJL,延边,延边,吉林省,42.8871,129.4971
珲春,HUL,延边,延边,吉林省,42.901652,130.403706
延吉西,YXL,延边,延边,吉林省,42.904419,129.414728
辽源,LYL,辽源,辽源,吉林省,42.905127,125.129005
鄯善北,SMR,吐鲁番,吐鲁番,新疆维吾尔自治区,42.918615,90.19616
白泉,BQL,辽源,辽源,吉林省,42.926204,125.001299
磐石,PSL,吉林,吉林,吉林省,42.927765,126.068841
甘旗卡,GQD,通辽,通辽,内蒙古自治区,42.958924,122.356179
图们,TML,延边,延边,吉林省,42.964878,129.840495
平岗,,辽源,辽源,吉林省,42.976079,124.875576
图们北,QSL,延边,延边,吉林省,42.996969,129.79991
吐鲁番北,TAR,吐鲁番,吐鲁番,新疆维吾尔自治区,43.022958,89.108324
苇子沟,WZL,延边,延边,吉林省,43.031222,129.677502
吐哈,THR,吐鲁番,吐鲁番,新疆维吾尔自治区,43.061308,90.531079
白音他拉,BID,通辽,通辽,内蒙古自治区,43.073157,120.832697
石岘,SXL,延边,延边,吉林省,43.080733,129.789019
石岭,,四平,四平,吉林省,43.091229,124.703052
建安,JUL,辽源,辽源,吉林省,43.097067,125.083356
鄯善,SSR,吐鲁番,吐鲁番,新疆维吾尔自治区,43.097924,90.482569
安图西,AXL,延边,延边,吉林省,43.113735,128.894347
安图,ATL,延边,延边,吉林省,43.116444,128.9082
四平东,PPT,四平,四平,吉林省,43.138658,124.43795
黄花筒,HUD,通辽,通辽,内蒙古自治区,43.148376,120.95908
吐鲁番,TFR,吐鲁番,吐鲁番,新疆维吾尔自治区,43.150704,88.874595
四平,SPT,四平,四平,吉林省,43.16775,124.373552
明城,MCL,吉林,吉林,吉林省,43.192592,126.017796
八仙筒,VXD,通辽,通辽,内蒙古自治区,43.201942,121.06299
八面城,BMD,铁岭,铁岭,辽宁省,43.209746,124.061332
经棚,JPC,赤峰,赤峰,内蒙古自治区,43.272865,117.537563
东明村,DMD,通辽,通辽,内蒙古自治区,43.273134,121.2277
烟筒山,YSL,吉林,吉林,吉林省,43.284985,126.02858
大石头南,DAL,延边,延边,吉林省,43.30079,128.457349
大石头,,延边,延边,吉林省,43.305641,128.501314
嘎什甸子,,通辽,通辽,内蒙古自治区,43.311445,121.357715
汪清,WQL,延边,延边,吉林省,43.332124,129.74077
郭家店,,四平,四平,吉林省,43.341816,124.577538
治安,ZAD,通辽,通辽,内蒙古自治区,43.350539,121.509397
达坂城,DCR,乌鲁木齐,乌鲁木齐,新疆维吾尔自治区,43.35577,88.298651
伊通,YTL,四平,四平,吉林省,43.369918,125.288373
三江口,SKD,铁岭,铁岭,辽宁省,43.37089,123.72061
敦化,DHL,延边,延边,吉林省,43.379134,128.245432
金宝屯,JBD,通辽,通辽,内蒙古自治区,43.383245,123.578356
东来,RVD,通辽,通辽,内蒙古自治区,43.389688,121.642098
大兴沟,,延边,延边,吉林省,43.412715,129.66356
余粮堡,,通辽,通辽,内蒙古自治区,43.440289,121.968301
双河镇,,吉林,吉林,吉林省,43.467892,126.182843
木里图,MUD,通辽,通辽,内蒙古自治区,43.47262,122.21707
公主岭南,GBT,长春,长春,吉林省,43.473498,124.815049
双辽,ZJD,四平,四平,吉林省,43.49349,123.518398
庙岭,,延边,延边,吉林省,43.502371,129.665504
公主岭,GLT,长春,长春,吉林省,43.509062,124.811305
双阳,OYT,长春,长春,吉林省,43.517396,125.641673
大板,DBC,赤峰,赤峰,内蒙古自治区,43.526086,118.640334
黄泥河,,延边,延边,吉林省,43.555574,128.017831
威虎岭北,WBL,延边,延边,吉林省,43.561129,127.844015
林西,LXC,赤峰,赤峰,内蒙古自治区,43.567311,118.089528
白石山,,吉林,吉林,吉林省,43.582158,127.560516
天桥岭,,延边,延边,吉林省,43.586215,129.632805
通辽,TLD,通辽,通辽,内蒙古自治区,43.60436,122.271613
开鲁,KLC,通辽,通辽,内蒙古自治区,43.633146,121.284465
黄松甸,,吉林,吉林,吉林省,43.641922,127.727702
陶家屯,,长春,长春,吉林省,43.645951,124.988976
二连,RLC,二连浩特,二连浩特,内蒙古自治区,43.657177,111.989242
口前,,吉林,吉林,吉林省,43.666099,126.497002
范家屯,,长春,长春,吉林省,43.713604,125.074574
春阳,,延边,延边,吉林省,43.715415,129.444577
蛟河,JHL,吉林,吉林,吉林省,43.725728,127.351067
蛟河西,JOL,吉林,吉林,吉林省,43.729603,127.299746
乌鲁木齐南,WMR,乌鲁木齐,乌鲁木齐,新疆维吾尔自治区,43.780072,87.58512
大屯,,长春,长春,吉林省,43.78034,125.164162
乌鲁木齐,WAR,乌鲁木齐,乌鲁木齐,新疆维吾尔自治区,43.840213,87.529002
长春南,CET,长春,长春,吉林省,43.85134,125.259424
查布嘎,CBC,赤峰,赤峰,内蒙古自治区,43.858038,120.068599
吉林,JLL,吉林,吉林,吉林省,43.859085,126.577962
乌西,WXR,乌鲁木齐,乌鲁木齐,新疆维吾尔自治区,43.869655,87.422735
鹿道,LDL,牡丹江,牡丹江,黑龙江省,43.875771,129.289036
长春西,CRT,长春,长春,吉林省,43.876661,125.200895
苏尼特左旗,ONC,锡林郭勒,锡林郭勒,内蒙古自治区,43.882096,113.612762
卫东,WVT,兴安,兴安,新疆维吾尔自治区,43.89204,87.627083
布列开,BLR,伊宁,伊宁,新疆维吾尔自治区,43.899737,81.795334
天岗,,吉林,吉林,吉林省,43.904381,126.954876
长春,CCT,长春,长春,吉林省,43.907218,125.321731
锡林浩特,XTC,锡林郭勒,锡林郭勒,内蒙古自治区,43.919143,116.027717
林东,LRC,赤峰,赤峰,内蒙古自治区,43.934418,119.412799
伊宁东,YNR,伊宁,伊宁,新疆维吾尔自治区,43.955211,81.502829
双吉,SML,吉林,吉林,吉林省,43.964812,126.437059
尼勒克,NIR,伊宁,伊宁,新疆维吾尔自治区,43.966555,82.049367
伊宁,YMR,伊宁,伊宁,新疆维吾尔自治区,43.967034,81.277732
茂林,MLD,四平,四平,吉林省,43.978583,123.401963
龙嘉,UJL,长春,长春,吉林省,43.992555,125.70023
一间堡,,长春,长春,吉林省,44.002016,125.358673
阿巴嘎旗,AQC,锡林郭勒,锡林郭勒,内蒙古自治区,44.005272,114.999236
马莲河,MHB,牡丹江,牡丹江,黑龙江省,44.021237,129.205308
九台南,JNL,长春,长春,吉林省,44.02273,125.811038
宝龙山,BND,通辽,通辽,内蒙古自治区,44.031667,122.741168
霍城,SER,伊宁,伊宁,新疆维吾尔自治区,44.058856,80.83886
东京城,DJB,牡丹江,牡丹江,黑龙江省,44.118232,129.225561
魏家泉,WJR,昌吉,昌吉,新疆维吾尔自治区,44.123343,87.822081
保康,BKD,通辽,通辽,内蒙古自治区,44.128108,123.326724
米沙子,,长春,长春,吉林省,44.147787,125.4771
九台,JTL,长春,长春,吉林省,44.149756,125.83867
霍尔果斯,HFR,伊宁,伊宁,新疆维吾尔自治区,44.157305,80.456831
开安,KAT,长春,长春,吉林省,44.166111,125.20626
石头,OTB,牡丹江,牡丹江,黑龙江省,44.177258,129.336747
沃皮,,长春,长春,吉林省,44.229487,125.531895
敖力布告,ALD,通辽,通辽,内蒙古自治区,44.245459,123.025684
玛纳斯,MSR,昌吉,昌吉,新疆维吾尔自治区,44.249338,86.196433
兰岗,LNB,牡丹江,牡丹江,黑龙江省,44.267164,129.411972
石河子,SZR,石河子,石河子,新疆维吾尔自治区,44.268171,86.062093
吉舒,JSL,吉林,吉林,吉林省,44.288073,126.80251
华家,HJT,长春,长春,吉林省,44.290497,125.147527
沙湾市,SXR,塔城,塔城,新疆维吾尔自治区,44.32209,85.609275
宁安,NAB,牡丹江,牡丹江,黑龙江省,44.359475,129.462351
布海,,长春,长春,吉林省,44.3829,125.62814
太平川,TIT,松原,松原,吉林省,44.399945,123.183436
奎屯,KTR,伊宁,伊宁,新疆维吾尔自治区,44.403616,84.900179
绥芬河,SFB,牡丹江,牡丹江,黑龙江省,44.40632,131.137472
四棵树,SIR,塔城,塔城,新疆维吾尔自治区,44.408088,84.317923
舒兰,SLL,吉林,吉林,吉林省,44.408106,126.95462
乌苏,WSR,塔城,塔城,新疆维吾尔自治区,44.408778,84.718729
绥阳,SYB,牡丹江,牡丹江,黑龙江省,44.428256,130.900042
温春,WDB,牡丹江,牡丹江,黑龙江省,44.435458,129.501345
农安,NAT,长春,长春,吉林省,44.435975,125.161025
长汀镇,CDB,牡丹江,牡丹江,黑龙江省,44.465627,128.938409
德惠,DHT,长春,长春,吉林省,44.533777,125.716944
德惠西,DXT,长春,长春,吉林省,44.545479,125.676202
柴岗,CGT,长春,长春,吉林省,44.561897,125.126583
拉古,LGB,牡丹江,牡丹江,黑龙江省,44.565669,129.497579
海林,HRB,牡丹江,牡丹江,黑龙江省,44.567347,129.387455
谢家镇,,长春,长春,吉林省,44.568384,126.813393
磨刀石,MOB,牡丹江,牡丹江,黑龙江省,44.570855,129.846936
山市,SQB,牡丹江,牡丹江,黑龙江省,44.579211,129.101643
牡丹江,MDB,牡丹江,牡丹江,黑龙江省,44.591467,129.612776
平安,,吉林,吉林,吉林省,44.592776,127.173779
伊林,YLB,牡丹江,牡丹江,黑龙江省,44.60005,130.353614
精河南,JIR,博乐,博乐,新疆维吾尔自治区,44.605774,82.92132
海林北,KBX,牡丹江,牡丹江,黑龙江省,44.6106,129.374169
穆棱,MLB,牡丹江,牡丹江,黑龙江省,44.613314,130.360074
西乌旗,XWD,兴安,兴安,内蒙古自治区,44.624598,117.563641
精河,JHR,博乐,博乐,新疆维吾尔自治区,44.636188,83.025693
扎鲁特,ZLD,通辽,通辽,内蒙古自治区,44.651152,121.240141
达家沟,,长春,长春,吉林省,44.658377,125.822019
下城子,XCB,牡丹江,牡丹江,黑龙江省,44.670902,130.446807
哈拉海,HIT,长春,长春,吉林省,44.67479,125.088283
桦林,HIB,牡丹江,牡丹江,黑龙江省,44.678062,129.675659
马桥河,MQB,马桥河,马桥河,黑龙江省,44.684816,130.55384
新立镇,,长春,长春,吉林省,44.693412,126.727603
山河屯,,哈尔滨,哈尔滨,黑龙江省,44.696782,127.210852
准东,ZER,昌吉,昌吉,新疆维吾尔自治区,44.736616,89.113379
柴河,CHB,牡丹江,牡丹江,黑龙江省,44.767635,129.687151
白音华南,BOD,兴安,兴安,内蒙古自治区,44.770757,118.456893
姚家,,长春,长春,吉林省,44.777347,125.877409
横道河子东,KUX,牡丹江,牡丹江,黑龙江省,44.79122,129.10631
亚布力南,YWB,哈尔滨,哈尔滨,黑龙江省,44.7937,128.48706
横道河子,HDB,牡丹江,牡丹江,黑龙江省,44.79634,129.104108
五棵树,WKT,长春,长春,吉林省,44.800926,126.159982
刘家店,,长春,长春,吉林省,44.802857,126.308171
通榆,KTT,白城,白城,吉林省,44.805162,123.076152
榆树,YRT,长春,长春,吉林省,44.817196,126.534603
陶赖昭,TPT,松原,松原,吉林省,44.826529,125.938916
双河市,OHR,博乐,博乐,新疆维吾尔自治区,44.840524,82.353656
五五,WVR,克拉玛依,克拉玛依,新疆维吾尔自治区,44.858813,84.818864
朱家沟,ZUB,牡丹江,牡丹江,黑龙江省,44.877388,129.858355
王府,WUT,松原,松原,吉林省,44.88032,125.005764
博乐,BER,博乐,博乐,新疆维吾尔自治区,44.902751,82.114355
亚布力西,YSB,哈尔滨,哈尔滨,黑龙江省,44.910469,128.586052
五常,WCB,哈尔滨,哈尔滨,黑龙江省,44.921663,127.143336
八面通,BMB,牡丹江,牡丹江,黑龙江省,44.92697,130.541898
亚布力,YBB,哈尔滨,哈尔滨,黑龙江省,44.928513,128.613739
博乐东,BOR,博乐,博乐,新疆维吾尔自治区,44.932125,82.650871
苇河西,WIB,哈尔滨,哈尔滨,黑龙江省,44.93392,128.363953
苇河,WHB,哈尔滨,哈尔滨,黑龙江省,44.952443,128.380495
通途,TUT,松原,松原,吉林省,44.958714,125.537248
扶余,FYT,松原,松原,吉林省,44.986952,126.025051
扶余北,FBT,松原,松原,吉林省,45.007877,126.003903
官字井,GOT,松原,松原,吉林省,45.008429,123.810993
白音胡硕,BCD,兴安,兴安,内蒙古自治区,45.015228,121.441882
宝林,BNB,牡丹江,牡丹江,黑龙江省,45.028312,129.977757
安家,AJB,哈尔滨,哈尔滨,黑龙江省,45.053903,127.066859
一面坡,YPB,哈尔滨,哈尔滨,黑龙江省,45.062097,128.080173
弓棚子,,松原,松原,吉林省,45.065545,125.733441
梨树镇,LSB,鸡西,鸡西,黑龙江省,45.082551,130.687825
一面坡北,YXB,哈尔滨,哈尔滨,黑龙江省,45.085747,128.086863
乾安,QOT,松原,松原,吉林省,45.099701,123.8802
三井子,,松原,松原,吉林省,45.104355,125.35167
松原北,,松原,松原,吉林省,45.106597,124.997644
松原,VYT,松原,松原,吉林省,45.108996,124.8171
楚山,CSB,牡丹江,牡丹江,黑龙江省,45.118817,130.028404
蔡家沟,CJT,松原,松原,吉林省,45.119799,126.137736
石磷,SPB,鸡西,鸡西,黑龙江省,45.160915,130.69621
背荫河,BYB,哈尔滨,哈尔滨,黑龙江省,45.169785,126.997778
阿拉山口,AKR,博乐,博乐,新疆维吾尔自治区,45.170952,82.574753
向阳,XDB,牡丹江,牡丹江,黑龙江省,45.190146,130.088781
尚志南,OZB,哈尔滨,哈尔滨,黑龙江省,45.195813,127.953018
麻山,MAB,鸡西,鸡西,黑龙江省,45.205262,130.539103
尚志,SZB,哈尔滨,哈尔滨,黑龙江省,45.208316,127.960911
西麻山,XMB,鸡西,鸡西,黑龙江省,45.213302,130.480025
林口南,LRB,林口,林口,黑龙江省,45.213896,130.297467
黑水,HOT,白城,白城,吉林省,45.214884,122.824569
兰棱,LLB,哈尔滨,哈尔滨,黑龙江省,45.221581,126.189538
奎山,KAB,牡丹江,牡丹江,黑龙江省,45.228623,130.408027
拉林,LAB,哈尔滨,哈尔滨,黑龙江省,45.230026,126.896479
青龙,QIB,鸡西,鸡西,黑龙江省,45.247183,130.586226
鸡东,JOB,鸡西,鸡西,黑龙江省,45.253075,131.151252
帽儿山,MRB,哈尔滨,哈尔滨,黑龙江省,45.276984,127.521938
帽儿山西,MUB,哈尔滨,哈尔滨,黑龙江省,45.279933,127.47786
查干湖,VAT,松原,松原,吉林省,45.287983,124.544205
林口,LKB,林口,林口,黑龙江省,45.292425,130.268472
鸡西,JXB,鸡西,鸡西,黑龙江省,45.304198,130.978141
鸡西西,JAB,鸡西,鸡西,黑龙江省,45.31032,130.823758
长山屯,CVT,松原,松原,吉林省,45.314355,124.468149
平山,PSB,哈尔滨,哈尔滨,黑龙江省,45.321747,127.405752
小岭,,哈尔滨,哈尔滨,黑龙江省,45.334442,127.31957
永安乡,YNB,鸡西,鸡西,黑龙江省,45.339209,131.478167
